Date,High,Low,Open,Close,Volume,Adj Close
2021-04-30,8.779999732971191,8.6899995803833,8.739999771118164,8.699999809265137,599200.0,7.421660900115967
2021-05-03,9.489999771118164,9.050000190734863,9.109999656677246,9.350000381469727,1667000.0,7.976153373718262
2021-05-04,9.390000343322754,9.0,9.270000457763672,9.149999618530273,1577100.0,7.805539608001709
2021-05-05,9.329999923706055,9.0600004196167,9.270000457763672,9.109999656677246,1355600.0,7.771417617797852
2021-05-06,8.850000381469727,8.4399995803833,8.579999923706055,8.84000015258789,1282500.0,7.541090488433838
2021-05-07,9.34000015258789,8.949999809265137,8.979999542236328,9.289999961853027,756500.0,7.92496919631958
2021-05-10,9.680000305175781,9.420000076293945,9.630000114440918,9.449999809265137,1321300.0,8.061460494995117
2021-05-11,9.520000457763672,9.100000381469727,9.15999984741211,9.34000015258789,981500.0,7.96762228012085
2021-05-12,8.930000305175781,8.649999618530273,8.800000190734863,8.699999809265137,1228500.0,7.421660900115967
2021-05-13,8.84000015258789,8.579999923706055,8.59000015258789,8.779999732971191,641400.0,7.489906311035156
2021-05-14,8.90999984741211,8.710000038146973,8.819999694824219,8.880000114440918,671800.0,7.575212478637695
2021-05-17,9.0,8.779999732971191,8.949999809265137,8.960000038146973,740400.0,7.643457412719727
2021-05-18,9.479999542236328,9.3100004196167,9.329999923706055,9.390000343322754,1013500.0,8.010275840759277
2021-05-19,9.770000457763672,9.260000228881836,9.319999694824219,9.65999984741211,1232700.0,8.240602493286133
2021-05-20,10.420000076293945,9.720000267028809,9.930000305175781,10.260000228881836,1751200.0,8.752442359924316
2021-05-21,10.729999542236328,10.199999809265137,10.199999809265137,10.640000343322754,1717500.0,9.076606750488281
2021-05-24,10.890000343322754,10.600000381469727,10.800000190734863,10.75,1561600.0,9.170442581176758
2021-05-25,10.180000305175781,9.899999618530273,10.09000015258789,9.949999809265137,2459600.0,8.487991333007812
2021-05-26,9.739999771118164,9.470000267028809,9.720000267028809,9.609999656677246,2825000.0,8.19795036315918
2021-05-27,9.75,9.520000457763672,9.670000076293945,9.729999542236328,1154900.0,8.300317764282227
2021-05-28,10.010000228881836,9.739999771118164,9.760000228881836,9.970000267028809,1005300.0,8.505053520202637
2021-06-01,10.600000381469727,10.40999984741211,10.529999732971191,10.520000457763672,1315200.0,8.974239349365234
2021-06-02,10.109999656677246,9.869999885559082,10.09000015258789,10.079999923706055,1705600.0,8.808210372924805
2021-06-03,9.979999542236328,9.65999984741211,9.850000381469727,9.8100004196167,1212900.0,8.572277069091797
2021-06-04,10.0600004196167,9.9399995803833,10.010000228881836,10.029999732971191,577800.0,8.764518737792969
2021-06-07,10.369999885559082,10.0600004196167,10.109999656677246,10.260000228881836,677600.0,8.965500831604004
2021-06-08,10.300000190734863,10.119999885559082,10.260000228881836,10.229999542236328,615400.0,8.939285278320312
2021-06-09,10.739999771118164,10.40999984741211,10.449999809265137,10.640000343322754,1047600.0,9.297555923461914
2021-06-10,11.069999694824219,10.880000114440918,10.899999618530273,10.949999809265137,1155400.0,9.568443298339844
2021-06-11,11.180000305175781,10.920000076293945,11.119999885559082,11.09000015258789,940200.0,9.690779685974121
2021-06-14,11.069999694824219,10.609999656677246,10.890000343322754,10.739999771118164,1416200.0,9.384939193725586
2021-06-15,11.079999923706055,10.760000228881836,11.020000457763672,11.020000457763672,1084300.0,9.62961196899414
2021-06-16,11.5,10.979999542236328,10.979999542236328,11.289999961853027,1201700.0,9.865545272827148
2021-06-17,10.899999618530273,10.329999923706055,10.8100004196167,10.569999694824219,1615300.0,9.236387252807617
2021-06-18,10.229999542236328,9.970000267028809,10.130000114440918,10.109999656677246,1540500.0,8.83442497253418
2021-06-21,10.579999923706055,10.1899995803833,10.239999771118164,10.510000228881836,983500.0,9.183958053588867
2021-06-22,10.579999923706055,10.210000038146973,10.260000228881836,10.510000228881836,774300.0,9.183958053588867
2021-06-23,10.600000381469727,10.420000076293945,10.5,10.420000076293945,537800.0,9.105313301086426
2021-06-24,10.75,10.449999809265137,10.539999961853027,10.720000267028809,774600.0,9.367462158203125
2021-06-25,11.390000343322754,11.15999984741211,11.270000457763672,11.180000305175781,1414100.0,9.769424438476562
2021-06-28,11.170000076293945,10.800000190734863,11.149999618530273,10.890000343322754,1229400.0,9.516013145446777
2021-06-29,10.960000038146973,10.739999771118164,10.869999885559082,10.739999771118164,560600.0,9.384939193725586
2021-06-30,11.149999618530273,10.880000114440918,10.9399995803833,11.039999961853027,1499600.0,9.647088050842285
